name,KO,genome,sign,protein,E-value
nifE,K02587,GCF_019740315.1,*,WP_221797306.1,1.30E-232
nifN,K02592,GCF_019740315.1,*,WP_221797308.1,5.10E-175
nifH,K02588,GCF_019778565.1,*,WP_168257402.1,7.50E-146
nifD,K02586,GCF_019778565.1,*,WP_168257403.1,6.40E-210
nifK,K02591,GCF_019778565.1,*,WP_168257404.1,2.10E-185
nifE,K02587,GCF_019778565.1,*,WP_168257405.1,3.10E-223
nifN,K02592,GCF_019778565.1,*,WP_168257406.1,3.60E-175
nifB,K02585,GCF_019778565.1,*,WP_221978082.1,1.00E-190
nifD,K02586,GCF_019780885.1,*,WP_014239785.1,2.60E-213
nifH,K02588,GCF_019780885.1,*,WP_014239786.1,5.30E-149
nifN,K02592,GCF_019780885.1,*,WP_174439663.1,2.50E-188
nifE,K02587,GCF_019780885.1,*,WP_174439664.1,1.60E-242
nifK,K02591,GCF_019780885.1,*,WP_174439666.1,4.60E-189
nifB,K02585,GCF_019780885.1,*,WP_174441067.1,1.20E-206
nifN,K02592,GCF_019793435.1,*,WP_004672660.1,4.20E-189
nifB,K02585,GCF_019793435.1,*,WP_004678520.1,2.90E-200
nifE,K02587,GCF_019793435.1,*,WP_157214165.1,8.10E-231
nifB,K02585,GCF_019793435.1,*,WP_225881313.1,2.60E-66
nifN,K02592,GCF_019793465.1,*,WP_004672660.1,3.80E-189
nifB,K02585,GCF_019793465.1,*,WP_004678520.1,2.60E-200
nifE,K02587,GCF_019793465.1,*,WP_018247183.1,3.90E-243
nifB,K02585,GCF_019793465.1,*,WP_225881313.1,2.30E-66
nifH,K02588,GCF_019884785.1,*,WP_246637603.1,4.60E-170
nifN,K02592,GCF_019891175.1,*,WP_223045956.1,1.80E-192
nifE,K02587,GCF_019891175.1,*,WP_223045957.1,5.70E-247
nifK,K02591,GCF_019891175.1,*,WP_223045958.1,1.90E-194
nifD,K02586,GCF_019891175.1,*,WP_223045959.1,4.60E-211
nifB,K02585,GCF_019891175.1,*,WP_223045963.1,1.20E-211
nifH,K02588,GCF_019891175.1,*,WP_225938108.1,3.80E-152
nifB,K02585,GCF_019904135.1,*,WP_223070339.1,3.50E-185
nifH,K02588,GCF_019904135.1,*,WP_223070341.1,1.60E-145
nifD,K02586,GCF_019904135.1,*,WP_223070342.1,8.00E-204
nifK,K02591,GCF_019904135.1,*,WP_223070345.1,1.50E-176
nifE,K02587,GCF_019904135.1,*,WP_223070346.1,9.50E-201
nifN,K02592,GCF_019904135.1,*,WP_223070347.1,6.90E-158
nifH,K02588,GCF_019904155.1,*,WP_038698124.1,2.60E-148
nifB,K02585,GCF_019904155.1,*,WP_038698126.1,3.90E-186
nifN,K02592,GCF_019904155.1,*,WP_223083022.1,4.10E-150
nifK,K02591,GCF_019904155.1,*,WP_223083024.1,2.60E-174
nifD,K02586,GCF_019904155.1,*,WP_223083025.1,7.10E-202
nifK,K02591,GCF_019904155.1,*,WP_223084130.1,1.20E-150
nifD,K02586,GCF_019904155.1,*,WP_223084131.1,1.50E-177
nifH,K02588,GCF_019904155.1,*,WP_223084132.1,2.10E-139
nifB,K02585,GCF_019904155.1,*,WP_223084136.1,1.60E-172
nifH,K02588,GCF_019904155.1,*,WP_223085823.1,2.10E-135
nifB,K02585,GCF_019904155.1,*,WP_235775265.1,6.90E-173
nifE,K02587,GCF_019904155.1,*,WP_235775311.1,1.30E-202
anfG,K00531,GCF_019904155.1,*,WP_235775330.1,3.10E-55
nifH,K02588,GCF_019904155.1,*,WP_235775437.1,3.20E-114
nifH,K02588,GCF_019916025.1,*,WP_021432287.1,7.40E-129
nifH,K02588,GCF_020005195.1,*,WP_085555032.1,1.40E-147
nifD,K02586,GCF_020005195.1,*,WP_085555033.1,7.10E-213
nifK,K02591,GCF_020005195.1,*,WP_085555034.1,1.80E-187
nifE,K02587,GCF_020005195.1,*,WP_085555036.1,1.30E-239
nifN,K02592,GCF_020005195.1,*,WP_085555037.1,3.30E-186
nifB,K02585,GCF_020005195.1,*,WP_143268578.1,9.60E-206
nifN,K02592,GCF_020144665.1,*,WP_224411699.1,5.40E-188
nifE,K02587,GCF_020144665.1,*,WP_224411700.1,3.60E-246
nifK,K02591,GCF_020144665.1,*,WP_224411702.1,9.80E-191
nifD,K02586,GCF_020144665.1,*,WP_224411703.1,4.70E-215
nifH,K02588,GCF_020144665.1,*,WP_224411704.1,1.80E-148
nifB,K02585,GCF_020144665.1,*,WP_224411708.1,1.50E-213
nifH,K02588,GCF_020179575.1,*,WP_217287950.1,7.00E-137
nifB,K02585,GCF_020179575.1,*,WP_217287980.1,9.70E-131
nifB,K02585,GCF_020179575.1,*,WP_217288605.1,3.60E-131
nifE,K02587,GCF_020179575.1,*,WP_217288611.1,3.30E-256
nifN,K02592,GCF_020179575.1,*,WP_217288611.1,1.50E-166
nifK,K02591,GCF_020179575.1,*,WP_217288612.1,1.60E-176
nifD,K02586,GCF_020179575.1,*,WP_217288613.1,4.40E-199
nifH,K02588,GCF_020179575.1,*,WP_217288614.1,8.20E-154
nifB,K02585,GCF_020179605.1,*,WP_224982346.1,8.40E-130
nifE,K02587,GCF_020179605.1,*,WP_224982352.1,1.40E-257
nifN,K02592,GCF_020179605.1,*,WP_224982352.1,1.20E-168
nifK,K02591,GCF_020179605.1,*,WP_224982353.1,6.90E-179
nifD,K02586,GCF_020179605.1,*,WP_224982354.1,6.00E-199
nifH,K02588,GCF_020179605.1,*,WP_224982355.1,2.70E-154
nifH,K02588,GCF_020443705.1,*,WP_226123714.1,1.20E-146
nifD,K02586,GCF_020443705.1,*,WP_226123720.1,1.40E-168
nifK,K02591,GCF_020443705.1,*,WP_226123723.1,3.70E-149
nifB,K02585,GCF_020443705.1,*,WP_226123729.1,6.40E-171
nifN,K02592,GCF_020443705.1,*,WP_226124605.1,6.60E-163
nifB,K02585,GCF_020443705.1,*,WP_226124605.1,3.40E-161
nifE,K02587,GCF_020443705.1,*,WP_226124606.1,3.20E-183
nifK,K02591,GCF_020443705.1,*,WP_226124607.1,2.60E-173
nifD,K02586,GCF_020443705.1,*,WP_226124608.1,6.80E-201
nifH,K02588,GCF_020443705.1,*,WP_226124617.1,7.80E-147
nifB,K02585,GCF_020443705.1,*,WP_226125603.1,2.20E-122
nifH,K02588,GCF_020443705.1,*,WP_226125607.1,7.90E-134
nifB,K02585,GCF_020443705.1,*,WP_226126609.1,7.10E-126
nifH,K02588,GCF_020443705.1,*,WP_226126611.1,9.00E-134
nifK,K02591,GCF_020443705.1,*,WP_226126613.1,1.30E-136
nifH,K02588,GCF_020450145.1,*,WP_003492948.1,7.70E-128
nifK,K02591,GCF_020510525.1,*,WP_226442692.1,7.40E-177
nifD,K02586,GCF_020510525.1,*,WP_226442693.1,4.80E-210
nifH,K02588,GCF_020510525.1,*,WP_226442694.1,3.80E-151
nifB,K02585,GCF_020510525.1,*,WP_226442728.1,6.40E-202
nifE,K02587,GCF_020510525.1,*,WP_226442781.1,3.10E-227
nifN,K02592,GCF_020510525.1,*,WP_226442783.1,2.10E-192
nifB,K02585,GCF_020510565.1,*,WP_226404735.1,1.90E-200
nifK,K02591,GCF_020510565.1,*,WP_226498258.1,3.10E-185
nifD,K02586,GCF_020510565.1,*,WP_226498259.1,7.50E-212
nifH,K02588,GCF_020510565.1,*,WP_226498260.1,2.90E-152
nifE,K02587,GCF_020510565.1,*,WP_226498338.1,7.20E-228
nifN,K02592,GCF_020510565.1,*,WP_226498339.1,6.10E-188
nifK,K02591,GCF_020521235.1,*,WP_226575998.1,1.60E-170
nifD,K02586,GCF_020521235.1,*,WP_226576000.1,7.00E-168
nifN,K02592,GCF_020521235.1,*,WP_226577159.1,1.80E-193
nifE,K02587,GCF_020521235.1,*,WP_226577162.1,7.50E-244
nifK,K02591,GCF_020521235.1,*,WP_226577166.1,1.40E-188
nifD,K02586,GCF_020521235.1,*,WP_226577169.1,2.90E-213
nifH,K02588,GCF_020521235.1,*,WP_226577172.1,9.60E-151
nifB,K02585,GCF_020521235.1,*,WP_226577184.1,5.40E-213
anfG,K00531,GCF_020523985.1,*,WP_036109871.1,5.10E-59
nifH,K02588,GCF_020523985.1,*,WP_226568905.1,1.90E-139
nifD,K02586,GCF_020523985.1,*,WP_226568907.1,5.30E-174
nifK,K02591,GCF_020523985.1,*,WP_226568910.1,1.30E-152
nifH,K02588,GCF_020523985.1,*,WP_226569858.1,3.20E-150
nifD,K02586,GCF_020523985.1,*,WP_226569860.1,1.30E-199
nifK,K02591,GCF_020523985.1,*,WP_226569862.1,2.00E-183
nifN,K02592,GCF_020523985.1,*,WP_226569867.1,5.00E-175
nifB,K02585,GCF_020523985.1,*,WP_226569886.1,1.30E-179
nifE,K02587,GCF_020523985.1,*,WP_226571137.1,7.00E-218
nifH,K02588,GCF_020525665.1,*,WP_004203553.1,4.40E-151
nifD,K02586,GCF_020525665.1,*,WP_012541112.1,4.70E-200
nifE,K02587,GCF_020525665.1,*,WP_023322949.1,2.30E-216
nifK,K02591,GCF_020525665.1,*,WP_095032925.1,3.40E-179
nifN,K02592,GCF_020525665.1,*,WP_136026022.1,2.00E-178
nifB,K02585,GCF_020525665.1,*,WP_136026023.1,7.10E-186
nifH,K02588,GCF_020537305.1,*,WP_020436040.1,1.00E-127
nifH,K02588,GCF_020537305.1,*,WP_226865543.1,6.80E-124
nifH,K02588,GCF_020554845.1,*,WP_226838103.1,2.70E-137
nifH,K02588,GCF_020829495.1,*,WP_162397600.1,1.20E-151
nifK,K02591,GCF_020829495.1,*,WP_229484033.1,7.50E-190
nifE,K02587,GCF_020829495.1,*,WP_229484035.1,5.70E-247
nifN,K02592,GCF_020829495.1,*,WP_229484036.1,2.90E-192
nifB,K02585,GCF_020829495.1,*,WP_229484061.1,9.80E-215
nifH,K02588,GCF_020829495.1,*,WP_229486733.1,1.00E-149
nifN,K02592,GCF_020829495.1,*,WP_229491162.1,1.70E-176
nifH,K02588,GCF_020829645.1,*,WP_162397600.1,1.40E-151
nifH,K02588,GCF_020829645.1,*,WP_229486733.1,1.10E-149
nifN,K02592,GCF_020829645.1,*,WP_229495684.1,1.40E-191
nifE,K02587,GCF_020829645.1,*,WP_229495685.1,3.30E-246
nifK,K02591,GCF_020829645.1,*,WP_229495690.1,1.40E-189
nifB,K02585,GCF_020829645.1,*,WP_229499692.1,6.40E-214
nifN,K02592,GCF_020844025.1,*,WP_215850270.1,2.50E-194
nifE,K02587,GCF_020844025.1,*,WP_215850271.1,1.40E-248
nifK,K02591,GCF_020844025.1,*,WP_215850272.1,4.60E-193
nifD,K02586,GCF_020844025.1,*,WP_215850273.1,5.50E-213
nifH,K02588,GCF_020844025.1,*,WP_215850274.1,1.20E-147
nifB,K02585,GCF_020844025.1,*,WP_215850280.1,6.40E-219
nifN,K02592,GCF_020859625.1,*,WP_217930403.1,1.90E-186
nifE,K02587,GCF_020859625.1,*,WP_217930405.1,2.60E-239
nifK,K02591,GCF_020859625.1,*,WP_217930416.1,1.60E-191
nifD,K02586,GCF_020859625.1,*,WP_217930426.1,1.40E-212
nifH,K02588,GCF_020859625.1,*,WP_217930428.1,1.30E-147
nifB,K02585,GCF_020859625.1,*,WP_217930457.1,5.40E-206
nifN,K02592,GCF_020889685.1,*,WP_229166818.1,8.00E-196
nifE,K02587,GCF_020889685.1,*,WP_229166819.1,1.50E-253
nifK,K02591,GCF_020889685.1,*,WP_229166820.1,2.50E-190
nifD,K02586,GCF_020889685.1,*,WP_229166845.1,4.60E-215
nifB,K02585,GCF_020889685.1,*,WP_229167772.1,5.90E-212
nifH,K02588,GCF_020889685.1,*,WP_229167784.1,1.80E-146
nifN,K02592,GCF_020889705.1,*,WP_229166818.1,8.60E-196
nifE,K02587,GCF_020889705.1,*,WP_229166819.1,1.70E-253
nifK,K02591,GCF_020889705.1,*,WP_229166820.1,2.80E-190
nifD,K02586,GCF_020889705.1,*,WP_229166845.1,5.00E-215
nifB,K02585,GCF_020889705.1,*,WP_229167772.1,6.40E-212
nifH,K02588,GCF_020889705.1,*,WP_229167784.1,2.00E-146
nifH,K02588,GCF_020889785.1,*,WP_229157553.1,7.70E-147
nifD,K02586,GCF_020889785.1,*,WP_229194563.1,1.20E-216
nifK,K02591,GCF_020889785.1,*,WP_229194564.1,1.10E-193
nifE,K02587,GCF_020889785.1,*,WP_229194565.1,4.00E-247
nifN,K02592,GCF_020889785.1,*,WP_229194566.1,7.70E-200
nifB,K02585,GCF_020889785.1,*,WP_229194576.1,9.20E-211
nifH,K02588,GCF_021021555.1,*,WP_230755982.1,2.90E-150
nifD,K02586,GCF_021021555.1,*,WP_230755985.1,6.40E-190
nifK,K02591,GCF_021021555.1,*,WP_230755986.1,1.30E-162
nifE,K02587,GCF_021021555.1,*,WP_230755988.1,9.80E-182
nifN,K02592,GCF_021021555.1,*,WP_230755990.1,5.90E-173
nifB,K02585,GCF_021021555.1,*,WP_230755992.1,1.90E-153
nifH,K02588,GCF_021043325.1,*,WP_141285904.1,5.10E-146
nifD,K02586,GCF_021043325.1,*,WP_141285906.1,2.70E-215
nifK,K02591,GCF_021043325.1,*,WP_141285908.1,2.30E-183
nifE,K02587,GCF_021043325.1,*,WP_141289893.1,5.50E-248
nifN,K02592,GCF_021043325.1,*,WP_141289924.1,3.30E-201
nifB,K02585,GCF_021043325.1,*,WP_141290931.1,2.90E-212
nifB,K02585,GCF_021043395.1,*,WP_053242224.1,1.10E-124
nifH,K02588,GCF_021043395.1,*,WP_053242225.1,3.90E-135
nifH,K02588,GCF_021043395.1,*,WP_053242227.1,1.40E-148
nifE,K02587,GCF_021043395.1,*,WP_053242230.1,3.20E-184
nifB,K02585,GCF_021043395.1,*,WP_053242231.1,2.20E-170
nifN,K02592,GCF_021043395.1,*,WP_053242231.1,5.90E-158
nifH,K02588,GCF_021043395.1,*,WP_053243636.1,2.00E-147
nifD,K02586,GCF_021043395.1,*,WP_231017636.1,3.30E-195
nifK,K02591,GCF_021043395.1,*,WP_231017638.1,1.60E-175
nifD,K02586,GCF_021044685.1,*,WP_011084552.1,1.30E-215
nifK,K02591,GCF_021044685.1,*,WP_011084553.1,4.60E-194
nifE,K02587,GCF_021044685.1,*,WP_011084554.1,9.00E-250
nifN,K02592,GCF_021044685.1,*,WP_011084555.1,2.30E-195
nifB,K02585,GCF_021044685.1,*,WP_011084568.1,3.20E-208
nifH,K02588,GCF_021044685.1,*,WP_011084578.1,2.20E-147
nifH,K02588,GCF_021049305.1,*,WP_151122654.1,9.10E-147
nifD,K02586,GCF_021049305.1,*,WP_151122656.1,1.80E-216
nifK,K02591,GCF_021049305.1,*,WP_151122658.1,2.40E-183
nifE,K02587,GCF_021049305.1,*,WP_151122669.1,3.40E-253
nifN,K02592,GCF_021049305.1,*,WP_151122673.1,4.20E-195
nifB,K02585,GCF_021049305.1,*,WP_151123823.1,6.10E-213
nifH,K02588,GCF_021054785.1,*,WP_249030122.1,1.20E-125
nifE,K02587,GCF_021228795.1,*,WP_232406997.1,4.90E-224
nifN,K02592,GCF_021228795.1,*,WP_232406998.1,4.70E-189
nifH,K02588,GCF_021228795.1,*,WP_232409643.1,1.20E-149
nifD,K02586,GCF_021228795.1,*,WP_232409644.1,5.20E-214
nifK,K02591,GCF_021228795.1,*,WP_232409645.1,7.80E-188
nifB,K02585,GCF_021228795.1,*,WP_232410382.1,3.20E-206
nifH,K02588,GCF_021312615.1,*,WP_019908852.1,2.20E-144
nifN,K02592,GCF_021312615.1,*,WP_020426656.1,1.40E-150
nifB,K02585,GCF_021312615.1,*,WP_039834960.1,7.40E-186
nifD,K02586,GCF_021312615.1,*,WP_039834961.1,9.80E-204
nifE,K02587,GCF_021312615.1,*,WP_233184549.1,8.60E-201
nifK,K02591,GCF_021312615.1,*,WP_233184550.1,2.10E-171
nifB,K02585,GCF_021379005.1,*,WP_233745100.1,8.70E-213
nifH,K02588,GCF_021379005.1,*,WP_233745105.1,8.10E-153
nifD,K02586,GCF_021379005.1,*,WP_233745106.1,6.90E-205
nifK,K02591,GCF_021379005.1,*,WP_233745107.1,7.60E-191
nifE,K02587,GCF_021379005.1,*,WP_233745109.1,6.20E-277
nifN,K02592,GCF_021379005.1,*,WP_233745109.1,5.40E-192
nifH,K02588,GCF_021391315.1,*,WP_044248637.1,8.90E-148
nifN,K02592,GCF_021391315.1,*,WP_101340831.1,4.60E-180
nifE,K02587,GCF_021391315.1,*,WP_108220746.1,6.50E-252
nifB,K02585,GCF_021391315.1,*,WP_108220749.1,1.90E-196
nifH,K02588,GCF_021391315.1,*,WP_108222354.1,1.50E-129
nifK,K02591,GCF_021391315.1,*,WP_117344951.1,8.70E-186
nifD,K02586,GCF_021391315.1,*,WP_233863916.1,9.10E-209
nifB,K02585,GCF_021432385.1,*,WP_234122256.1,1.30E-168
nifN,K02592,GCF_021432385.1,*,WP_234122256.1,2.20E-162
nifE,K02587,GCF_021432385.1,*,WP_234122257.1,8.30E-179
nifD,K02586,GCF_021432385.1,*,WP_234122258.1,8.40E-194
nifH,K02588,GCF_021432385.1,*,WP_234122261.1,1.80E-148
nifK,K02591,GCF_021432385.1,*,WP_234123347.1,6.10E-176
nifH,K02588,GCF_021568805.1,*,WP_236099333.1,1.00E-127
nifH,K02588,GCF_021568855.1,*,WP_236099333.1,1.00E-127
nifH,K02588,GCF_021568875.1,*,WP_236099333.1,1.00E-127
nifB,K02585,GCF_021654335.1,*,WP_237248157.1,2.70E-208
nifH,K02588,GCF_021654335.1,*,WP_237248190.1,6.10E-152
nifD,K02586,GCF_021654335.1,*,WP_237248191.1,1.50E-213
nifK,K02591,GCF_021654335.1,*,WP_237248192.1,1.60E-187
nifE,K02587,GCF_021654335.1,*,WP_237248215.1,1.00E-225
nifN,K02592,GCF_021654335.1,*,WP_237248216.1,6.70E-193
nifB,K02585,GCF_021730435.1,*,WP_237344448.1,4.30E-220
nifH,K02588,GCF_021730435.1,*,WP_237344465.1,2.90E-147
nifN,K02592,GCF_021730435.1,*,WP_237345625.1,1.80E-173
nifE,K02587,GCF_021730435.1,*,WP_237345626.1,4.90E-199
nifH,K02588,GCF_021730435.1,*,WP_237345630.1,1.90E-146
vnfG,K22898,GCF_021730435.1,*,WP_237345633.1,4.20E-50
nifK,K02591,GCF_021730435.1,*,WP_237345634.1,1.40E-138
nifD,K02586,GCF_021730435.1,*,WP_237346138.1,4.70E-219
nifK,K02591,GCF_021730435.1,*,WP_237346139.1,5.20E-195
nifE,K02587,GCF_021730435.1,*,WP_237346140.1,2.30E-265
nifN,K02592,GCF_021730435.1,*,WP_237346141.1,3.00E-197
nifH,K02588,GCF_022024215.1,*,WP_006281725.1,5.30E-151
nifB,K02585,GCF_022024215.1,*,WP_039869820.1,4.90E-116
nifN,K02592,GCF_022026155.1,*,WP_237888617.1,8.00E-184
nifE,K02587,GCF_022026155.1,*,WP_237888618.1,8.20E-181
nifK,K02591,GCF_022026155.1,*,WP_237888619.1,3.40E-172
nifD,K02586,GCF_022026155.1,*,WP_237888620.1,6.10E-196
nifH,K02588,GCF_022026155.1,*,WP_237888623.1,3.00E-147
nifB,K02585,GCF_022026155.1,*,WP_237889940.1,5.50E-166
nifH,K02588,GCF_022135835.1,*,WP_237986629.1,1.50E-168
nifK,K02591,GCF_022227625.1,*,WP_025281532.1,4.40E-188
nifB,K02585,GCF_022227625.1,*,WP_239680736.1,4.20E-204
nifN,K02592,GCF_022227625.1,*,WP_239680884.1,8.90E-194
nifE,K02587,GCF_022227625.1,*,WP_239680885.1,4.80E-232
nifD,K02586,GCF_022227625.1,*,WP_239680886.1,2.00E-212
nifH,K02588,GCF_022227625.1,*,WP_239680887.1,9.90E-149
nifN,K02592,GCF_022234545.1,*,WP_238652204.1,4.20E-150
nifE,K02587,GCF_022234545.1,*,WP_238652205.1,2.40E-200
nifK,K02591,GCF_022234545.1,*,WP_238652206.1,2.00E-172
nifD,K02586,GCF_022234545.1,*,WP_238652207.1,7.70E-202
nifH,K02588,GCF_022234545.1,*,WP_238652208.1,2.60E-145
nifB,K02585,GCF_022234545.1,*,WP_238652209.1,1.30E-184
nifH,K02588,GCF_022267315.1,*,WP_158867960.1,1.40E-147
nifD,K02586,GCF_022267315.1,*,WP_238768861.1,6.10E-197
nifK,K02591,GCF_022267315.1,*,WP_238768862.1,8.90E-173
nifE,K02587,GCF_022267315.1,*,WP_238768864.1,6.80E-179
nifN,K02592,GCF_022267315.1,*,WP_238768866.1,1.30E-173
nifB,K02585,GCF_022267315.1,*,WP_238768868.1,7.90E-158
nifB,K02585,GCF_022267535.1,*,WP_238741084.1,2.00E-182
nifH,K02588,GCF_022267535.1,*,WP_238742047.1,3.10E-150
nifD,K02586,GCF_022267535.1,*,WP_238742048.1,1.00E-201
nifK,K02591,GCF_022267535.1,*,WP_238742049.1,1.50E-181
nifE,K02587,GCF_022267535.1,*,WP_238742052.1,7.80E-205
nifN,K02592,GCF_022267535.1,*,WP_238742053.1,3.60E-166
nifH,K02588,GCF_022376295.1,*,WP_006195291.1,5.50E-151
nifN,K02592,GCF_022376295.1,*,WP_239729383.1,9.40E-189
nifE,K02587,GCF_022376295.1,*,WP_239729384.1,1.80E-247
nifK,K02591,GCF_022376295.1,*,WP_239729386.1,2.20E-190
nifD,K02586,GCF_022376295.1,*,WP_239729387.1,1.20E-209
nifH,K02588,GCF_022376295.1,*,WP_239729388.1,1.60E-152
nifB,K02585,GCF_022376295.1,*,WP_239731954.1,3.50E-208
nifK,K02591,GCF_022410535.1,*,WP_240082644.1,1.10E-144
nifH,K02588,GCF_022410535.1,*,WP_240082685.1,3.50E-143
nifE,K02587,GCF_022410535.1,*,WP_240084975.1,7.10E-172
nifD,K02586,GCF_022410535.1,*,WP_240084976.1,5.20E-196
nifB,K02585,GCF_022410535.1,*,WP_240084980.1,5.80E-167
nifN,K02592,GCF_022410535.1,*,WP_240084981.1,4.00E-164
nifK,K02591,GCF_022410535.1,*,WP_240084982.1,5.50E-175
nifH,K02588,GCF_022410535.1,*,WP_240084983.1,7.00E-149
nifN,K02592,GCF_022427145.1,*,WP_178022589.1,4.40E-159
nifE,K02587,GCF_022427145.1,*,WP_240267494.1,3.30E-202
nifK,K02591,GCF_022427145.1,*,WP_240267495.1,1.20E-174
nifD,K02586,GCF_022427145.1,*,WP_240267496.1,1.70E-203
nifH,K02588,GCF_022427145.1,*,WP_240267497.1,4.30E-146
nifB,K02585,GCF_022427145.1,*,WP_240267498.1,3.90E-180
nifB,K02585,GCF_022558445.1,*,WP_241420774.1,1.80E-142
nifN,K02592,GCF_022558445.1,*,WP_241420775.1,3.00E-157
nifE,K02587,GCF_022558445.1,*,WP_241420776.1,1.60E-173
nifK,K02591,GCF_022558445.1,*,WP_241420777.1,9.60E-172
nifD,K02586,GCF_022558445.1,*,WP_241420778.1,4.00E-195
nifH,K02588,GCF_022558445.1,*,WP_241420781.1,4.30E-149
nifH,K02588,GCF_022558445.1,*,WP_241421203.1,2.40E-126
nifH,K02588,GCF_022845715.1,*,WP_102380210.1,1.10E-134
nifH,K02588,GCF_022846135.1,*,WP_009164877.1,1.80E-132
nifN,K02592,GCF_022848905.1,*,WP_244349121.1,3.00E-185
nifE,K02587,GCF_022848905.1,*,WP_244349122.1,1.00E-235
nifB,K02585,GCF_022848905.1,*,WP_244349127.1,1.30E-205
nifH,K02588,GCF_022848905.1,*,WP_244349131.1,1.30E-151
nifD,K02586,GCF_022848905.1,*,WP_244349132.1,8.70E-206
nifK,K02591,GCF_022848905.1,*,WP_244349133.1,1.70E-188
nifD,K02586,GCF_022884085.1,*,WP_112829769.1,7.80E-215
nifK,K02591,GCF_022884085.1,*,WP_112829770.1,1.70E-192
nifH,K02588,GCF_022884085.1,*,WP_112829892.1,4.40E-147
nifB,K02585,GCF_022884085.1,*,WP_113444201.1,3.00E-204
nifE,K02587,GCF_022884085.1,*,WP_113444208.1,8.90E-250
nifN,K02592,GCF_022884085.1,*,WP_113444209.1,9.80E-190
nifB,K02585,GCF_023008305.1,*,WP_024730555.1,3.70E-101
nifH,K02588,GCF_023167465.1,*,WP_248565132.1,4.10E-127
nifB,K02585,GCF_023167465.1,*,WP_248565300.1,2.50E-127
nifH,K02588,GCF_023221575.1,*,WP_183349969.1,3.70E-154
nifD,K02586,GCF_023221575.1,*,WP_183349971.1,8.10E-199
nifK,K02591,GCF_023221575.1,*,WP_183349973.1,3.10E-177
nifE,K02587,GCF_023221575.1,*,WP_183349975.1,1.30E-255
nifN,K02592,GCF_023221575.1,*,WP_183349975.1,1.20E-167
nifB,K02585,GCF_023221575.1,*,WP_183349989.1,8.90E-131
nifB,K02585,GCF_023221575.1,*,WP_248647050.1,2.90E-126
nifH,K02588,GCF_023227715.1,*,WP_248610685.1,3.20E-133
nifB,K02585,GCF_023227715.1,*,WP_248611268.1,1.80E-124
nifH,K02588,GCF_023227715.1,*,WP_248611957.1,3.80E-139
nifK,K02591,GCF_023227715.1,*,WP_248611961.1,3.90E-157
nifE,K02587,GCF_023227715.1,*,WP_248611962.1,6.70E-185
nifN,K02592,GCF_023227715.1,*,WP_248611963.1,7.10E-156
nifK,K02591,GCF_023227715.1,*,WP_248611963.1,7.30E-148
nifH,K02588,GCF_023227715.1,*,WP_248612027.1,7.70E-130
nifD,K02586,GCF_023283565.1,*,WP_213680928.1,3.60E-206
nifK,K02591,GCF_023283565.1,*,WP_213680929.1,3.50E-182
nifN,K02592,GCF_023283565.1,*,WP_213680933.1,2.60E-157
nifB,K02585,GCF_023283565.1,*,WP_248953690.1,3.60E-173
nifE,K02587,GCF_023283565.1,*,WP_248953797.1,1.10E-208
nifH,K02588,GCF_023283565.1,*,WP_248953799.1,2.80E-151
nifE,K02587,GCF_900007165.1,*,WP_087740384.1,4.80E-244
nifN,K02592,GCF_900007165.1,*,WP_087740394.1,5.20E-187
nifK,K02591,GCF_900007165.1,*,WP_087740446.1,4.70E-183
nifD,K02586,GCF_900007165.1,*,WP_087740454.1,2.80E-206
nifH,K02588,GCF_900007165.1,*,WP_087740478.1,1.60E-145
nifB,K02585,GCF_900007165.1,*,WP_087740487.1,1.10E-205
nifN,K02592,GCF_900009145.1,*,WP_072721268.1,8.80E-193
nifE,K02587,GCF_900009145.1,*,WP_072721269.1,3.50E-246
nifK,K02591,GCF_900009145.1,*,WP_072721273.1,2.00E-192
nifD,K02586,GCF_900009145.1,*,WP_072721275.1,6.30E-210
nifH,K02588,GCF_900009145.1,*,WP_072721277.1,3.40E-152
nifB,K02585,GCF_900009145.1,*,WP_072721282.1,2.30E-214
nifB,K02585,GCF_900010725.2,*,WP_083616346.1,1.80E-214
nifH,K02588,GCF_900010725.2,*,WP_083616352.1,1.50E-151
nifD,K02586,GCF_900010725.2,*,WP_083616355.1,6.80E-209
nifK,K02591,GCF_900010725.2,*,WP_083616358.1,4.90E-196
nifE,K02587,GCF_900010725.2,*,WP_083616362.1,1.70E-241
nifN,K02592,GCF_900010725.2,*,WP_083616364.1,1.10E-189
nifE,K02587,GCF_900019265.1,*,WP_094781178.1,7.00E-246
nifN,K02592,GCF_900019265.1,*,WP_094781179.1,4.80E-190
nifB,K02585,GCF_900019265.1,*,WP_094781191.1,6.10E-208
nifH,K02588,GCF_900019265.1,*,WP_094781199.1,3.70E-145
nifD,K02586,GCF_900019265.1,*,WP_094781200.1,8.90E-211
nifK,K02591,GCF_900019265.1,*,WP_094781201.1,9.00E-184
nifB,K02585,GCF_900021165.1,*,WP_068785331.1,3.80E-183
nifH,K02588,GCF_900021165.1,*,WP_068785332.1,1.10E-145
nifE,K02587,GCF_900021165.1,*,WP_068785418.1,1.50E-201
nifN,K02592,GCF_900021165.1,*,WP_068785419.1,3.30E-158
nifD,K02586,GCF_900021165.1,*,WP_110945169.1,7.10E-172
nifK,K02591,GCF_900021165.1,*,WP_198524722.1,2.50E-173
